file,line_number,issue_type,severity,description,suggested_fix,fix_applied,page_url
src\components\RenewalAcceptModal.tsx,138,react_antipattern,medium,alert() used instead of toast notification,Replace with toast() from sonner,False,
src\components\RenewalAcceptModal.tsx,4,code_quality,low,Potentially unused import: 'DollarSign',Remove unused import 'DollarSign' if not needed,False,
src\components\RenewalAcceptModal.tsx,4,code_quality,low,Potentially unused import: 'Calendar',Remove unused import 'Calendar' if not needed,False,
src\components\RenewalAcceptModal.tsx,4,code_quality,low,Potentially unused import: 'ArrowRight',Remove unused import 'ArrowRight' if not needed,False,
src\components\RenewalAcceptModal.tsx,4,code_quality,low,Potentially unused import: 'FileText',Remove unused import 'FileText' if not needed,False,
src\components\ScheduleTourModal.tsx,288,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\ScheduleTourModal.tsx,11,code_quality,low,Potentially unused import: 'type Lead',Remove unused import 'type Lead' if not needed,False,
src\components\ScheduleTourModal.tsx,11,code_quality,low,Potentially unused import: 'type ScheduleTourPayload',Remove unused import 'type ScheduleTourPayload' if not needed,False,
src\components\SendForSigningModal.tsx,4,code_quality,low,Potentially unused import: 'FileText',Remove unused import 'FileText' if not needed,False,
src\components\SMSPanel.tsx,114,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\SMSPanel.tsx,4,code_quality,low,Potentially unused import: 'MessageSquare',Remove unused import 'MessageSquare' if not needed,False,
src\components\SMSPanel.tsx,8,code_quality,low,Potentially unused import: 'type SMSStatus',Remove unused import 'type SMSStatus' if not needed,False,
src\components\TenantAI.tsx,0,syntax_error,high,Unbalanced '{}': 74 opening vs 73 closing,Check for missing or extra { or },False,
src\components\TenantAI.tsx,0,syntax_error,high,Unbalanced '()': 79 opening vs 80 closing,Check for missing or extra ( or ),False,
src\components\TenantAI.tsx,5,code_quality,low,Potentially unused import: 'HelpCircle',Remove unused import 'HelpCircle' if not needed,False,
src\components\TenantAI.tsx,5,code_quality,low,Potentially unused import: 'ChevronRight',Remove unused import 'ChevronRight' if not needed,False,
src\components\TenantBuildModal.tsx,6,code_quality,low,Potentially unused import: 'AlertCircle',Remove unused import 'AlertCircle' if not needed,False,
src\components\TenantBuildModal.tsx,6,code_quality,low,Potentially unused import: 'Calendar',Remove unused import 'Calendar' if not needed,False,
src\components\TenantCheck.tsx,3,code_quality,low,Potentially unused import: 'useState',Remove unused import 'useState' if not needed,False,
src\components\TenantCheck.tsx,4,code_quality,low,Potentially unused import: 'UserPlus',Remove unused import 'UserPlus' if not needed,False,
src\components\TopBar.tsx,4,code_quality,low,Potentially unused import: 'Bell',Remove unused import 'Bell' if not needed,False,
src\components\TurnTemplateModal.tsx,244,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\TurnTemplateModal.tsx,271,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\TurnTemplateModal.tsx,409,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\TurnTemplateModal.tsx,3,code_quality,low,Potentially unused import: 'useCallback',Remove unused import 'useCallback' if not needed,False,
src\components\TurnTemplateModal.tsx,12,code_quality,low,Potentially unused import: 'type TurnTemplate',Remove unused import 'type TurnTemplate' if not needed,False,
src\components\UploadDocumentModal.tsx,220,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\UploadDocumentModal.tsx,401,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\UploadDocumentModal.tsx,500,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\UploadDocumentModal.tsx,12,code_quality,low,Potentially unused import: 'type UploadPayload',Remove unused import 'type UploadPayload' if not needed,False,
src\components\VendorFormModal.tsx,4,code_quality,low,Potentially unused import: 'UserPlus',Remove unused import 'UserPlus' if not needed,False,
src\components\VendorFormModal.tsx,7,code_quality,low,Potentially unused import: 'type Vendor',Remove unused import 'type Vendor' if not needed,False,
src\components\VendorPerformanceBadge.tsx,45,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\VendorReviewModal.tsx,70,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\hooks\useApplications.ts,4,code_quality,low,Potentially unused import: 'type LeaseDetails',Remove unused import 'type LeaseDetails' if not needed,False,
src\hooks\useMessages.ts,2,code_quality,low,Potentially unused import: 'useCallback',Remove unused import 'useCallback' if not needed,False,
src\hooks\usePayroll.ts,2,code_quality,low,Potentially unused import: 'supabase',Remove unused import 'supabase' if not needed,False,
src\lib\upload-utils.ts,0,syntax_error,high,Unbalanced '[]': 3 opening vs 2 closing,Check for missing or extra [ or ],False,
src\middleware.ts,1,code_quality,low,Potentially unused import: 'type CookieOptions',Remove unused import 'type CookieOptions' if not needed,False,
src\middleware.ts,2,code_quality,low,Potentially unused import: 'type NextRequest',Remove unused import 'type NextRequest' if not needed,False,
src\scripts\geocode-assets.mjs,11,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
src\scripts\geocode-assets.mjs,18,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
src\scripts\geocode-assets.mjs,29,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
src\scripts\geocode-assets.mjs,49,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
src\scripts\geocode-assets.mjs,58,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\_shared\auth.ts,0,syntax_error,high,Unbalanced '{}': 1 opening vs 3 closing,Check for missing or extra { or },False,
supabase\functions\_shared\auth.ts,0,syntax_error,high,Unbalanced '()': 0 opening vs 1 closing,Check for missing or extra ( or ),False,
supabase\functions\_shared\context-builder.ts,189,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\_shared\context-builder.ts,191,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\_shared\context-builder.ts,204,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\_shared\embeddings.ts,0,syntax_error,high,Unbalanced '{}': 3 opening vs 7 closing,Check for missing or extra { or },False,
supabase\functions\_shared\embeddings.ts,0,syntax_error,high,Unbalanced '()': 15 opening vs 16 closing,Check for missing or extra ( or ),False,
supabase\functions\_shared\gemini.ts,0,syntax_error,high,Unbalanced '{}': 0 opening vs 2 closing,Check for missing or extra { or },False,
supabase\functions\_shared\gemini.ts,0,syntax_error,high,Unbalanced '()': 5 opening vs 6 closing,Check for missing or extra ( or ),False,
supabase\functions\_shared\lease-pdf.ts,0,syntax_error,high,Unbalanced '{}': 2 opening vs 4 closing,Check for missing or extra { or },False,
supabase\functions\_shared\lease-pdf.ts,0,syntax_error,high,Unbalanced '()': 1 opening vs 3 closing,Check for missing or extra ( or ),False,
supabase\functions\analyze-lease\index.ts,0,syntax_error,high,Unbalanced '{}': 2 opening vs 6 closing,Check for missing or extra { or },False,
supabase\functions\analyze-lease\index.ts,0,syntax_error,high,Unbalanced '()': 0 opening vs 2 closing,Check for missing or extra ( or ),False,
supabase\functions\apply-late-fees\index.ts,0,syntax_error,high,Unbalanced '{}': 1 opening vs 5 closing,Check for missing or extra { or },False,
supabase\functions\apply-late-fees\index.ts,0,syntax_error,high,Unbalanced '()': 0 opening vs 2 closing,Check for missing or extra ( or ),False,
supabase\functions\generate-lease\index.ts,4,code_quality,low,Potentially unused import: 'type LeaseData',Remove unused import 'type LeaseData' if not needed,False,
supabase\functions\generate-report\index.ts,0,syntax_error,high,Unbalanced '{}': 2 opening vs 6 closing,Check for missing or extra { or },False,
supabase\functions\generate-report\index.ts,0,syntax_error,high,Unbalanced '()': 0 opening vs 2 closing,Check for missing or extra ( or ),False,
supabase\functions\generate-report\index.ts,429,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\generate-report\index.ts,437,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\generate-report\index.ts,458,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\generate-report\index.ts,460,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\generate-report\index.ts,468,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\generate-report\index.ts,0,code_quality,low,File has 9 console.log/debug/info statements total,Consider removing all debug logging,False,
supabase\functions\generate-statement\index.ts,0,syntax_error,high,Unbalanced '{}': 2 opening vs 6 closing,Check for missing or extra { or },False,
supabase\functions\generate-statement\index.ts,0,syntax_error,high,Unbalanced '()': 0 opening vs 2 closing,Check for missing or extra ( or ),False,
supabase\functions\ingest-lease-document\index.ts,0,syntax_error,high,Unbalanced '{}': 2 opening vs 6 closing,Check for missing or extra { or },False,
supabase\functions\ingest-lease-document\index.ts,0,syntax_error,high,Unbalanced '()': 0 opening vs 2 closing,Check for missing or extra ( or ),False,
supabase\functions\listing-feed\index.ts,0,syntax_error,high,Unbalanced '{}': 3 opening vs 6 closing,Check for missing or extra { or },False,
supabase\functions\listing-feed\index.ts,0,syntax_error,high,Unbalanced '()': 5 opening vs 6 closing,Check for missing or extra ( or ),False,
supabase\functions\listing-feed\index.ts,80,security,medium,Non-HTTPS URL detected: http://,Review and remediate the security issue,False,
supabase\functions\run-billing\index.ts,0,syntax_error,high,Unbalanced '{}': 1 opening vs 5 closing,Check for missing or extra { or },False,
supabase\functions\run-billing\index.ts,0,syntax_error,high,Unbalanced '()': 0 opening vs 2 closing,Check for missing or extra ( or ),False,
supabase\functions\send-sms\index.ts,0,syntax_error,high,Unbalanced '{}': 2 opening vs 4 closing,Check for missing or extra { or },False,
supabase\functions\send-sms\index.ts,0,syntax_error,high,Unbalanced '()': 1 opening vs 2 closing,Check for missing or extra ( or ),False,
supabase\functions\sign-lease\index.ts,16,code_quality,low,Potentially unused import: 'formatDate',Remove unused import 'formatDate' if not needed,False,
supabase\functions\sign-lease\index.ts,16,code_quality,low,Potentially unused import: 'type LeaseData',Remove unused import 'type LeaseData' if not needed,False,
supabase\functions\sign-lease\index.ts,16,code_quality,low,Potentially unused import: 'type SignatureData',Remove unused import 'type SignatureData' if not needed,False,
supabase\functions\tenant-assistant\index.ts,0,syntax_error,high,Unbalanced '{}': 35 opening vs 34 closing,Check for missing or extra { or },False,
supabase\functions\tenant-assistant\index.ts,0,syntax_error,high,Unbalanced '()': 71 opening vs 68 closing,Check for missing or extra ( or ),False,
supabase\functions\tenant-assistant\index.ts,353,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\tenant-assistant\index.ts,359,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\tenant-assistant\index.ts,361,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\tenant-assistant\index.ts,363,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\tenant-assistant\index.ts,391,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
supabase\functions\tenant-assistant\index.ts,0,code_quality,low,File has 6 console.log/debug/info statements total,Consider removing all debug logging,False,
supabase\functions\tenant-assistant\index.ts,4,code_quality,low,Potentially unused import: 'type Intent',Remove unused import 'type Intent' if not needed,False,
supabase\functions\tenant-assistant\index.ts,4,code_quality,low,Potentially unused import: 'type IntentResult',Remove unused import 'type IntentResult' if not needed,False,
test-assistant.mjs,0,syntax_error,high,Unbalanced '()': 0 opening vs 2 closing,Check for missing or extra ( or ),False,
test-assistant.mjs,22,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
test-assistant.mjs,23,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
test-assistant.mjs,53,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
test-assistant.mjs,82,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
test-assistant.mjs,83,code_quality,low,console.log/debug/info left in production code,Remove or replace with proper logging,False,
test-assistant.mjs,0,code_quality,low,File has 20 console.log/debug/info statements total,Consider removing all debug logging,False,
next-env.d.ts,3,broken_import,high,Import may not resolve: './.next/dev/types/routes.d.ts',Verify the import path and file exists,False,
src/app/owner-portal/page.tsx,0,orphan_page,low,Page route '/owner-portal' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/owner-portal/properties/page.tsx,0,orphan_page,low,Page route '/owner-portal/properties' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/~offline/page.tsx,0,orphan_page,low,Page route '/~offline' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/listings/page.tsx,0,orphan_page,low,Page route '/listings' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/owner-portal/messages/page.tsx,0,orphan_page,low,Page route '/owner-portal/messages' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/owner-portal/statements/page.tsx,0,orphan_page,low,Page route '/owner-portal/statements' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/leases/page.tsx,0,orphan_page,low,Page route '/leases' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/reports/page.tsx,0,orphan_page,low,Page route '/reports' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/tenants/page.tsx,0,orphan_page,low,Page route '/tenants' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/tenants/[id]/page.tsx,0,orphan_page,low,Page route '/tenants/[id]' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/owner-portal/inspections/page.tsx,0,orphan_page,low,Page route '/owner-portal/inspections' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/owner-portal/distributions/page.tsx,0,orphan_page,low,Page route '/owner-portal/distributions' is not linked from any other page,Add navigation link to this page or remove if unused,False,
src/app/owner-portal/documents/page.tsx,0,orphan_page,low,Page route '/owner-portal/documents' is not linked from any other page,Add navigation link to this page or remove if unused,False,
(cross-page),0,broken_link,medium,Internal link target '/onboarding' has no matching page.tsx,Fix the link target or create the missing page,False,
supabase\functions\apply-late-fees\index.ts,117,security,high,Potential SQL injection: template literal in query,Use parameterized queries or RPC functions,False,
supabase\functions\listing-feed\index.ts,5,security,high,CORS set to allow all origins (*),Restrict to specific allowed origins,False,
supabase\functions\run-billing\index.ts,237,security,high,Potential SQL injection: template literal in query,Use parameterized queries or RPC functions,False,
page.tsx,65,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
page.tsx,80,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
page.tsx,81,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
page.tsx,133,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
page.tsx,97,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\(public)\apply\page.tsx,132,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\(public)\apply\page.tsx,152,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\admin\analytics\scorecard\page.tsx,136,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\admin\analytics\vacancy\page.tsx,125,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\applications\page.tsx,110,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\admin\approvals\page.tsx,143,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\approvals\page.tsx,87,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\admin\audit\lease-intelligence\page.tsx,181,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\audit\lease-intelligence\page.tsx,140,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\admin\audit\page.tsx,134,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\audit\page.tsx,104,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\admin\compliance\evictions\page.tsx,468,accessibility,medium,<div> with onClick but no ARIA role,"Add role=""button"" and onKeyDown handler, or use <button>",False,
src\app\admin\compliance\page.tsx,230,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\admin\finance\budgets\page.tsx,511,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\finance\budgets\page.tsx,516,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\finance\budgets\page.tsx,587,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\finance\budgets\page.tsx,590,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\finance\budgets\page.tsx,969,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\finance\budgets\page.tsx,1115,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\finance\budgets\page.tsx,305,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\admin\finance\page.tsx,156,accessibility,low,<button> missing explicit type attribute,"Add type=""button"" (or ""submit"" for form buttons)",False,
src\app\admin\finance\page.tsx,155,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\admin\finance\payroll\page.tsx,71,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
src\app\admin\finance\reconcile\page.tsx,78,accessibility,low,Heading level skips from h1 to h3,Use h2 instead of h3,False,
